===2023-06-14 08:38:14===
===Setting===
    dataset: fairface
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: -1
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix: False
    mix2: False
    mix3: False
    mix4: False
data_number=[296,888,201,604,137,411,64,192,63,189,43,129,29,87,]
client_nums=[2,2,2,2,2,2,2,]
len_dataset=[3952,2688,1828,856,846,575,391,]
domain number = -1
============ Train epoch 0 ============
 Site-White_utk                     | Train Loss: 2.1947 | Train Acc: 0.1318
 Site-Indian_utk                    | Val  Loss: 2.0713 | Val  Acc: 0.3359
 Site-Black_utk                     | Val  Loss: 2.0982 | Val  Acc: 0.3333
 Site-Black_utk                     | Val  Loss: 2.0811 | Val  Acc: 0.3594
 Site-Southeast_Asian               | Val  Loss: 2.0373 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0658 | Val  Acc: 0.2891
 Site-Asian_ffhq                    | Val  Loss: 1.7320 | Val  Acc: 0.9048
 Site-Asian_ffhq                    | Val  Loss: 1.8166 | Val  Acc: 0.6406
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2006 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.9861 | Val  Acc: 0.3594
Average Valid Accuracy: 0.3430
 Best site-White_utk                 | Epoch:9 | Val Acc: 0.1190
 Best site-White_utk                 | Epoch:9 | Val Acc: 0.1328
 Best site-East_Asian                | Epoch:9 | Val Acc: 0.2619
 Best site-East_Asian                | Epoch:9 | Val Acc: 0.3984
 Best site-Indian_utk                | Epoch:9 | Val Acc: 0.3333
 Best site-Indian_utk                | Epoch:9 | Val Acc: 0.3359
 Best site-Black_utk                 | Epoch:9 | Val Acc: 0.3333
 Best site-Black_utk                 | Epoch:9 | Val Acc: 0.3594
 Best site-Southeast_Asian           | Epoch:9 | Val Acc: 0.3333
 Best site-Southeast_Asian           | Epoch:9 | Val Acc: 0.2891
 Best site-Asian_ffhq                | Epoch:9 | Val Acc: 0.9048
 Best site-Asian_ffhq                | Epoch:9 | Val Acc: 0.6406
 Best site-Latino_Hispanic_ffhq      | Epoch:9 | Val Acc: 0.0000
 Best site-Latino_Hispanic_ffhq      | Epoch:9 | Val Acc: 0.3594
 Test site-White_utk                 | Epoch:9 | Test Acc: 0.1326
 Test site-East_Asian                | Epoch:9 | Test Acc: 0.4020
 Test site-Indian_utk                | Epoch:9 | Test Acc: 0.3688
 Test site-Black_utk                 | Epoch:9 | Test Acc: 0.3418
 Test site-Southeast_Asian           | Epoch:9 | Test Acc: 0.2964
 Test site-Asian_ffhq                | Epoch:9 | Test Acc: 0.4632
 Test site-Latino_Hispanic_ffhq      | Epoch:9 | Test Acc: 0.4726
White_utk: 0.1326, East_Asian: 0.4020, Indian_utk: 0.3688, Black_utk: 0.3418, Southeast_Asian: 0.2964, Asian_ffhq: 0.4632, Latino_Hispanic_ffhq: 0.4726, 
Average Test Accuracy(group): 0.3539, Average Test Accuracy(individual): 0.3539,
domain CV=0.3040, cluster CV=-1.0000, individual CV=0.3040, 
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 10 ============
 Site-White_utk                     | Train Loss: 2.1879 | Train Acc: 0.1719
 Site-White_utk                     | Train Loss: 2.1830 | Train Acc: 0.1146
 Site-East_Asian                    | Train Loss: 1.9759 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.9784 | Train Acc: 0.3802
 Site-Indian_utk                    | Train Loss: 2.0556 | Train Acc: 0.3594
 Site-Indian_utk                    | Train Loss: 2.0714 | Train Acc: 0.3229
 Site-Black_utk                     | Train Loss: 2.0709 | Train Acc: 0.3125
 Site-Black_utk                     | Train Loss: 2.0655 | Train Acc: 0.3438
 Site-Southeast_Asian               | Train Loss: 2.0449 | Train Acc: 0.3281
 Site-Southeast_Asian               | Train Loss: 2.0497 | Train Acc: 0.3021
 Site-Asian_ffhq                    | Train Loss: 1.8750 | Train Acc: 0.6875
 Site-Asian_ffhq                    | Train Loss: 1.7530 | Train Acc: 0.7604
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.7788 | Train Acc: 0.8750
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.9410 | Train Acc: 0.3490
Average Train Accuracy: 0.4081
 Site-White_utk                     | Val  Loss: 2.1681 | Val  Acc: 0.1429
 Site-White_utk                     | Val  Loss: 2.1795 | Val  Acc: 0.1328
 Site-East_Asian                    | Val  Loss: 2.0561 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.9882 | Val  Acc: 0.3984
 Site-Indian_utk                    | Val  Loss: 2.0489 | Val  Acc: 0.3571
 Site-Indian_utk                    | Val  Loss: 2.0620 | Val  Acc: 0.3359
 Site-Black_utk                     | Val  Loss: 2.0935 | Val  Acc: 0.3810
 Site-Black_utk                     | Val  Loss: 2.0791 | Val  Acc: 0.3516
 Site-Southeast_Asian               | Val  Loss: 2.0146 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0551 | Val  Acc: 0.3047
 Site-Asian_ffhq                    | Val  Loss: 1.7040 | Val  Acc: 0.9048
 Site-Asian_ffhq                    | Val  Loss: 1.7861 | Val  Acc: 0.6484
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2042 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.9641 | Val  Acc: 0.3672
Average Valid Accuracy: 0.3514
 Best site-White_utk                 | Epoch:10 | Val Acc: 0.1429
 Best site-White_utk                 | Epoch:10 | Val Acc: 0.1328
 Best site-East_Asian                | Epoch:10 | Val Acc: 0.2619
 Best site-East_Asian                | Epoch:10 | Val Acc: 0.3984
 Best site-Indian_utk                | Epoch:10 | Val Acc: 0.3571
 Best site-Indian_utk                | Epoch:10 | Val Acc: 0.3359
 Best site-Black_utk                 | Epoch:10 | Val Acc: 0.3810
 Best site-Black_utk                 | Epoch:10 | Val Acc: 0.3516
 Best site-Southeast_Asian           | Epoch:10 | Val Acc: 0.3333
 Best site-Southeast_Asian           | Epoch:10 | Val Acc: 0.3047
 Best site-Asian_ffhq                | Epoch:10 | Val Acc: 0.9048
 Best site-Asian_ffhq                | Epoch:10 | Val Acc: 0.6484
 Best site-Latino_Hispanic_ffhq      | Epoch:10 | Val Acc: 0.0000
 Best site-Latino_Hispanic_ffhq      | Epoch:10 | Val Acc: 0.3672
 Saving the local and server checkpoint to ../checkpoint/fed_fairface_even-mix5_1.0_1_random_dis_cluster_-1/fedavg...
============ Train epoch 11 ============
 Site-White_utk                     | Train Loss: 2.1780 | Train Acc: 0.1250
 Site-White_utk                     | Train Loss: 2.1811 | Train Acc: 0.1198
 Site-East_Asian                    | Train Loss: 1.9658 | Train Acc: 0.4219
 Site-East_Asian                    | Train Loss: 1.9666 | Train Acc: 0.3854
 Site-Indian_utk                    | Train Loss: 2.0377 | Train Acc: 0.3438
 Site-Indian_utk                    | Train Loss: 2.0529 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 2.0608 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 2.0521 | Train Acc: 0.3646
 Site-Southeast_Asian               | Train Loss: 2.0382 | Train Acc: 0.3281
 Site-Southeast_Asian               | Train Loss: 2.0414 | Train Acc: 0.3125
 Site-Asian_ffhq                    | Train Loss: 1.8466 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.7149 | Train Acc: 0.7708
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.7321 | Train Acc: 0.8750
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.9200 | Train Acc: 0.3542
Average Train Accuracy: 0.4115
 Site-White_utk                     | Val  Loss: 2.1802 | Val  Acc: 0.1429
 Site-White_utk                     | Val  Loss: 2.1723 | Val  Acc: 0.1406
 Site-East_Asian                    | Val  Loss: 2.0429 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.9726 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 2.0400 | Val  Acc: 0.3571
 Site-Indian_utk                    | Val  Loss: 2.0481 | Val  Acc: 0.3516
 Site-Black_utk                     | Val  Loss: 2.0800 | Val  Acc: 0.3095
 Site-Black_utk                     | Val  Loss: 2.0640 | Val  Acc: 0.3594
 Site-Southeast_Asian               | Val  Loss: 2.0073 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0402 | Val  Acc: 0.3047
 Site-Asian_ffhq                    | Val  Loss: 1.6740 | Val  Acc: 0.9286
 Site-Asian_ffhq                    | Val  Loss: 1.7651 | Val  Acc: 0.6484
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2080 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.9456 | Val  Acc: 0.3516
Average Valid Accuracy: 0.3486
============ Train epoch 12 ============
 Site-White_utk                     | Train Loss: 2.1879 | Train Acc: 0.1094
 Site-White_utk                     | Train Loss: 2.1770 | Train Acc: 0.1354
 Site-East_Asian                    | Train Loss: 1.9332 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.9506 | Train Acc: 0.3854
 Site-Indian_utk                    | Train Loss: 2.0314 | Train Acc: 0.3750
 Site-Indian_utk                    | Train Loss: 2.0512 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 2.0485 | Train Acc: 0.2969
 Site-Black_utk                     | Train Loss: 2.0470 | Train Acc: 0.3281
 Site-Southeast_Asian               | Train Loss: 2.0292 | Train Acc: 0.3125
 Site-Southeast_Asian               | Train Loss: 2.0324 | Train Acc: 0.3073
 Site-Asian_ffhq                    | Train Loss: 1.8238 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.6884 | Train Acc: 0.7604
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.7131 | Train Acc: 0.9062
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.9081 | Train Acc: 0.3646
Average Train Accuracy: 0.4085
 Site-White_utk                     | Val  Loss: 2.1828 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1757 | Val  Acc: 0.1250
 Site-East_Asian                    | Val  Loss: 2.0295 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.9575 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 2.0311 | Val  Acc: 0.3810
 Site-Indian_utk                    | Val  Loss: 2.0404 | Val  Acc: 0.3516
 Site-Black_utk                     | Val  Loss: 2.0791 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 2.0524 | Val  Acc: 0.3359
 Site-Southeast_Asian               | Val  Loss: 1.9984 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0279 | Val  Acc: 0.3047
 Site-Asian_ffhq                    | Val  Loss: 1.6279 | Val  Acc: 0.9048
 Site-Asian_ffhq                    | Val  Loss: 1.7348 | Val  Acc: 0.6172
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2084 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.9354 | Val  Acc: 0.3516
Average Valid Accuracy: 0.3453
============ Train epoch 13 ============
 Site-White_utk                     | Train Loss: 2.1851 | Train Acc: 0.0938
 Site-White_utk                     | Train Loss: 2.1800 | Train Acc: 0.1406
 Site-East_Asian                    | Train Loss: 1.9398 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.9323 | Train Acc: 0.3854
 Site-Indian_utk                    | Train Loss: 2.0143 | Train Acc: 0.3750
 Site-Indian_utk                    | Train Loss: 2.0343 | Train Acc: 0.3490
 Site-Black_utk                     | Train Loss: 2.0376 | Train Acc: 0.3125
 Site-Black_utk                     | Train Loss: 2.0385 | Train Acc: 0.3438
 Site-Southeast_Asian               | Train Loss: 2.0303 | Train Acc: 0.3125
 Site-Southeast_Asian               | Train Loss: 2.0218 | Train Acc: 0.3125
 Site-Asian_ffhq                    | Train Loss: 1.8083 | Train Acc: 0.6875
 Site-Asian_ffhq                    | Train Loss: 1.6599 | Train Acc: 0.7552
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.6832 | Train Acc: 0.9062
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8902 | Train Acc: 0.3542
Average Train Accuracy: 0.4096
 Site-White_utk                     | Val  Loss: 2.1736 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1690 | Val  Acc: 0.1250
 Site-East_Asian                    | Val  Loss: 2.0311 | Val  Acc: 0.2381
 Site-East_Asian                    | Val  Loss: 1.9442 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 2.0268 | Val  Acc: 0.3810
 Site-Indian_utk                    | Val  Loss: 2.0255 | Val  Acc: 0.3750
 Site-Black_utk                     | Val  Loss: 2.0714 | Val  Acc: 0.3333
 Site-Black_utk                     | Val  Loss: 2.0565 | Val  Acc: 0.3359
 Site-Southeast_Asian               | Val  Loss: 1.9732 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0258 | Val  Acc: 0.3125
 Site-Asian_ffhq                    | Val  Loss: 1.5814 | Val  Acc: 0.9286
 Site-Asian_ffhq                    | Val  Loss: 1.6970 | Val  Acc: 0.6328
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2090 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.9141 | Val  Acc: 0.3516
Average Valid Accuracy: 0.3469
============ Train epoch 14 ============
 Site-White_utk                     | Train Loss: 2.1681 | Train Acc: 0.0938
 Site-White_utk                     | Train Loss: 2.1827 | Train Acc: 0.1198
 Site-East_Asian                    | Train Loss: 1.9170 | Train Acc: 0.3906
 Site-East_Asian                    | Train Loss: 1.9237 | Train Acc: 0.3802
 Site-Indian_utk                    | Train Loss: 2.0140 | Train Acc: 0.3594
 Site-Indian_utk                    | Train Loss: 2.0305 | Train Acc: 0.3333
 Site-Black_utk                     | Train Loss: 2.0182 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 2.0239 | Train Acc: 0.3438
 Site-Southeast_Asian               | Train Loss: 2.0103 | Train Acc: 0.2969
 Site-Southeast_Asian               | Train Loss: 2.0238 | Train Acc: 0.3021
 Site-Asian_ffhq                    | Train Loss: 1.7691 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.6274 | Train Acc: 0.7552
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.6556 | Train Acc: 0.8906
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8727 | Train Acc: 0.3438
Average Train Accuracy: 0.4029
 Site-White_utk                     | Val  Loss: 2.1710 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1750 | Val  Acc: 0.1250
 Site-East_Asian                    | Val  Loss: 2.0301 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.9230 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 2.0062 | Val  Acc: 0.3571
 Site-Indian_utk                    | Val  Loss: 2.0149 | Val  Acc: 0.3750
 Site-Black_utk                     | Val  Loss: 2.0620 | Val  Acc: 0.3095
 Site-Black_utk                     | Val  Loss: 2.0432 | Val  Acc: 0.3203
 Site-Southeast_Asian               | Val  Loss: 1.9884 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0156 | Val  Acc: 0.3125
 Site-Asian_ffhq                    | Val  Loss: 1.5589 | Val  Acc: 0.9048
 Site-Asian_ffhq                    | Val  Loss: 1.6857 | Val  Acc: 0.6328
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2123 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.9074 | Val  Acc: 0.3438
Average Valid Accuracy: 0.3418
============ Train epoch 15 ============
 Site-White_utk                     | Train Loss: 2.1673 | Train Acc: 0.1094
 Site-White_utk                     | Train Loss: 2.1822 | Train Acc: 0.1198
 Site-East_Asian                    | Train Loss: 1.8875 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.9089 | Train Acc: 0.3854
 Site-Indian_utk                    | Train Loss: 1.9987 | Train Acc: 0.3906
 Site-Indian_utk                    | Train Loss: 2.0174 | Train Acc: 0.3490
 Site-Black_utk                     | Train Loss: 2.0131 | Train Acc: 0.3125
 Site-Black_utk                     | Train Loss: 2.0122 | Train Acc: 0.3542
 Site-Southeast_Asian               | Train Loss: 2.0112 | Train Acc: 0.3125
 Site-Southeast_Asian               | Train Loss: 2.0149 | Train Acc: 0.3073
 Site-Asian_ffhq                    | Train Loss: 1.7620 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.5985 | Train Acc: 0.7552
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.6228 | Train Acc: 0.9219
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8611 | Train Acc: 0.3646
Average Train Accuracy: 0.4137
 Site-White_utk                     | Val  Loss: 2.1665 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1747 | Val  Acc: 0.1172
 Site-East_Asian                    | Val  Loss: 2.0076 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.9198 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 1.9872 | Val  Acc: 0.3810
 Site-Indian_utk                    | Val  Loss: 2.0084 | Val  Acc: 0.3750
 Site-Black_utk                     | Val  Loss: 2.0434 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 2.0313 | Val  Acc: 0.3281
 Site-Southeast_Asian               | Val  Loss: 1.9882 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0154 | Val  Acc: 0.3125
 Site-Asian_ffhq                    | Val  Loss: 1.5513 | Val  Acc: 0.9048
 Site-Asian_ffhq                    | Val  Loss: 1.6699 | Val  Acc: 0.6328
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2192 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.8930 | Val  Acc: 0.3516
Average Valid Accuracy: 0.3475
============ Train epoch 16 ============
 Site-White_utk                     | Train Loss: 2.1783 | Train Acc: 0.1094
 Site-White_utk                     | Train Loss: 2.1818 | Train Acc: 0.1198
 Site-East_Asian                    | Train Loss: 1.8974 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.9064 | Train Acc: 0.3802
 Site-Indian_utk                    | Train Loss: 1.9867 | Train Acc: 0.3906
 Site-Indian_utk                    | Train Loss: 2.0088 | Train Acc: 0.3490
 Site-Black_utk                     | Train Loss: 2.0091 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 2.0069 | Train Acc: 0.3594
 Site-Southeast_Asian               | Train Loss: 2.0093 | Train Acc: 0.3125
 Site-Southeast_Asian               | Train Loss: 2.0055 | Train Acc: 0.3073
 Site-Asian_ffhq                    | Train Loss: 1.7370 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.5770 | Train Acc: 0.7604
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.5952 | Train Acc: 0.9219
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8413 | Train Acc: 0.3542
Average Train Accuracy: 0.4144
 Site-White_utk                     | Val  Loss: 2.1604 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1634 | Val  Acc: 0.1094
 Site-East_Asian                    | Val  Loss: 2.0066 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.9138 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 2.0033 | Val  Acc: 0.3810
 Site-Indian_utk                    | Val  Loss: 1.9956 | Val  Acc: 0.3672
 Site-Black_utk                     | Val  Loss: 2.0443 | Val  Acc: 0.3571
 Site-Black_utk                     | Val  Loss: 2.0168 | Val  Acc: 0.3125
 Site-Southeast_Asian               | Val  Loss: 1.9644 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 2.0080 | Val  Acc: 0.3047
 Site-Asian_ffhq                    | Val  Loss: 1.5025 | Val  Acc: 0.9048
 Site-Asian_ffhq                    | Val  Loss: 1.6458 | Val  Acc: 0.6250
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2178 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.8815 | Val  Acc: 0.3438
Average Valid Accuracy: 0.3436
============ Train epoch 17 ============
 Site-White_utk                     | Train Loss: 2.1717 | Train Acc: 0.1250
 Site-White_utk                     | Train Loss: 2.1737 | Train Acc: 0.1250
 Site-East_Asian                    | Train Loss: 1.8750 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.8939 | Train Acc: 0.3854
 Site-Indian_utk                    | Train Loss: 1.9755 | Train Acc: 0.3750
 Site-Indian_utk                    | Train Loss: 1.9999 | Train Acc: 0.3490
 Site-Black_utk                     | Train Loss: 1.9912 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 2.0021 | Train Acc: 0.3333
 Site-Southeast_Asian               | Train Loss: 1.9934 | Train Acc: 0.3125
 Site-Southeast_Asian               | Train Loss: 1.9904 | Train Acc: 0.3073
 Site-Asian_ffhq                    | Train Loss: 1.7239 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.5561 | Train Acc: 0.7552
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.5723 | Train Acc: 0.9219
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8348 | Train Acc: 0.3490
Average Train Accuracy: 0.4126
 Site-White_utk                     | Val  Loss: 2.1590 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1713 | Val  Acc: 0.1172
 Site-East_Asian                    | Val  Loss: 1.9948 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.9027 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 1.9818 | Val  Acc: 0.3810
 Site-Indian_utk                    | Val  Loss: 1.9817 | Val  Acc: 0.3672
 Site-Black_utk                     | Val  Loss: 2.0486 | Val  Acc: 0.3333
 Site-Black_utk                     | Val  Loss: 2.0197 | Val  Acc: 0.3281
 Site-Southeast_Asian               | Val  Loss: 1.9484 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 1.9984 | Val  Acc: 0.3125
 Site-Asian_ffhq                    | Val  Loss: 1.4642 | Val  Acc: 0.9048
 Site-Asian_ffhq                    | Val  Loss: 1.6205 | Val  Acc: 0.6328
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2286 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.8632 | Val  Acc: 0.3359
Average Valid Accuracy: 0.3441
============ Train epoch 18 ============
 Site-White_utk                     | Train Loss: 2.1715 | Train Acc: 0.1094
 Site-White_utk                     | Train Loss: 2.1799 | Train Acc: 0.1146
 Site-East_Asian                    | Train Loss: 1.8631 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.8890 | Train Acc: 0.3854
 Site-Indian_utk                    | Train Loss: 1.9673 | Train Acc: 0.3906
 Site-Indian_utk                    | Train Loss: 1.9941 | Train Acc: 0.3385
 Site-Black_utk                     | Train Loss: 1.9962 | Train Acc: 0.3281
 Site-Black_utk                     | Train Loss: 1.9964 | Train Acc: 0.3385
 Site-Southeast_Asian               | Train Loss: 1.9927 | Train Acc: 0.3125
 Site-Southeast_Asian               | Train Loss: 1.9949 | Train Acc: 0.3073
 Site-Asian_ffhq                    | Train Loss: 1.7078 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.5304 | Train Acc: 0.7604
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.5583 | Train Acc: 0.9062
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8168 | Train Acc: 0.3594
Average Train Accuracy: 0.4115
 Site-White_utk                     | Val  Loss: 2.1720 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1784 | Val  Acc: 0.1172
 Site-East_Asian                    | Val  Loss: 1.9892 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.8845 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 1.9736 | Val  Acc: 0.3571
 Site-Indian_utk                    | Val  Loss: 1.9789 | Val  Acc: 0.3672
 Site-Black_utk                     | Val  Loss: 2.0239 | Val  Acc: 0.3095
 Site-Black_utk                     | Val  Loss: 2.0109 | Val  Acc: 0.3281
 Site-Southeast_Asian               | Val  Loss: 1.9524 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 1.9985 | Val  Acc: 0.3047
 Site-Asian_ffhq                    | Val  Loss: 1.4231 | Val  Acc: 0.9286
 Site-Asian_ffhq                    | Val  Loss: 1.6008 | Val  Acc: 0.6328
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2204 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.8573 | Val  Acc: 0.3438
Average Valid Accuracy: 0.3424
============ Train epoch 19 ============
 Site-White_utk                     | Train Loss: 2.1693 | Train Acc: 0.1094
 Site-White_utk                     | Train Loss: 2.1774 | Train Acc: 0.1198
 Site-East_Asian                    | Train Loss: 1.8715 | Train Acc: 0.4062
 Site-East_Asian                    | Train Loss: 1.8781 | Train Acc: 0.3854
 Site-Indian_utk                    | Train Loss: 1.9612 | Train Acc: 0.3750
 Site-Indian_utk                    | Train Loss: 1.9885 | Train Acc: 0.3438
 Site-Black_utk                     | Train Loss: 1.9873 | Train Acc: 0.3125
 Site-Black_utk                     | Train Loss: 1.9835 | Train Acc: 0.3333
 Site-Southeast_Asian               | Train Loss: 1.9796 | Train Acc: 0.3125
 Site-Southeast_Asian               | Train Loss: 1.9795 | Train Acc: 0.3125
 Site-Asian_ffhq                    | Train Loss: 1.6727 | Train Acc: 0.7031
 Site-Asian_ffhq                    | Train Loss: 1.5084 | Train Acc: 0.7604
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.5334 | Train Acc: 0.9219
 Site-Latino_Hispanic_ffhq          | Train Loss: 1.8135 | Train Acc: 0.3542
Average Train Accuracy: 0.4107
 Site-White_utk                     | Val  Loss: 2.1624 | Val  Acc: 0.1190
 Site-White_utk                     | Val  Loss: 2.1747 | Val  Acc: 0.1172
 Site-East_Asian                    | Val  Loss: 1.9932 | Val  Acc: 0.2619
 Site-East_Asian                    | Val  Loss: 1.8811 | Val  Acc: 0.3906
 Site-Indian_utk                    | Val  Loss: 1.9566 | Val  Acc: 0.3571
 Site-Indian_utk                    | Val  Loss: 1.9756 | Val  Acc: 0.3750
 Site-Black_utk                     | Val  Loss: 2.0299 | Val  Acc: 0.3333
 Site-Black_utk                     | Val  Loss: 2.0013 | Val  Acc: 0.3125
 Site-Southeast_Asian               | Val  Loss: 1.9475 | Val  Acc: 0.3333
 Site-Southeast_Asian               | Val  Loss: 1.9891 | Val  Acc: 0.3047
 Site-Asian_ffhq                    | Val  Loss: 1.3961 | Val  Acc: 0.9286
 Site-Asian_ffhq                    | Val  Loss: 1.5774 | Val  Acc: 0.6328
 Site-Latino_Hispanic_ffhq          | Val  Loss: 2.2213 | Val  Acc: 0.0000
 Site-Latino_Hispanic_ffhq          | Val  Loss: 1.8377 | Val  Acc: 0.3438
Average Valid Accuracy: 0.3436
 Test site-White_utk                 | Epoch:10 | Test Acc: 0.1161
 Test site-East_Asian                | Epoch:10 | Test Acc: 0.4299
 Test site-Indian_utk                | Epoch:10 | Test Acc: 0.4271
 Test site-Black_utk                 | Epoch:10 | Test Acc: 0.3367
 Test site-Southeast_Asian           | Epoch:10 | Test Acc: 0.3397
 Test site-Asian_ffhq                | Epoch:10 | Test Acc: 0.4357
