===2023-08-06 12:40:52===
===Setting===
    dataset: officecaltechhome
    lr: 0.01
    batch: 64
    iters: 20
    wk_iters: 1
    si: False
    domain_num: 7
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[9,12,15,20,25,33,43,55,72,93,11,15,21,30,41,57,79,13,20,29,44,66,20,35,62,27,54,55,37,
client_nums=[10,7,5,3,2,1,1,]
len_dataset=[635,431,293,199,135,92,62,]
domain number = 7
============ Train epoch 0 ============
 Site-RealWorld                     | Train Loss: 2.1121 | Train Acc: 0.7778
 Site-Product                       | Val  Loss: 0.0297 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0753 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1203 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1494 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.3953 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.4412 | Val  Acc: 0.9130
 Site-amazon                        | Val  Loss: 0.4296 | Val  Acc: 0.9024
 Site-webcam                        | Val  Loss: 0.1892 | Val  Acc: 0.9444
 Site-webcam                        | Val  Loss: 0.1950 | Val  Acc: 0.9722
 Site-Art                           | Val  Loss: 0.4286 | Val  Acc: 0.9444
 Site-Clipart                       | Val  Loss: 0.7414 | Val  Acc: 0.7500
Average Valid Accuracy: 0.9716
 Best site-RealWorld                 | Epoch:14 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:14 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:14 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:14 | Val Acc: 0.9231
 Best site-RealWorld                 | Epoch:14 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:14 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:14 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:14 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:14 | Val Acc: 0.9792
 Best site-RealWorld                 | Epoch:14 | Val Acc: 0.9839
 Best site-caltech                   | Epoch:14 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:14 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:14 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:14 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:14 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:14 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:14 | Val Acc: 0.9623
 Best site-Product                   | Epoch:14 | Val Acc: 1.0000
 Best site-Product                   | Epoch:14 | Val Acc: 1.0000
 Best site-Product                   | Epoch:14 | Val Acc: 1.0000
 Best site-Product                   | Epoch:14 | Val Acc: 1.0000
 Best site-Product                   | Epoch:14 | Val Acc: 0.9773
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9231
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9130
 Best site-amazon                    | Epoch:14 | Val Acc: 0.9024
 Best site-webcam                    | Epoch:14 | Val Acc: 0.9444
 Best site-webcam                    | Epoch:14 | Val Acc: 0.9722
 Best site-Art                       | Epoch:14 | Val Acc: 0.9444
 Best site-Clipart                   | Epoch:14 | Val Acc: 0.7500
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedsam...
============ Train epoch 15 ============
 Site-RealWorld                     | Train Loss: 0.2296 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.2322 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.0748 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1651 | Train Acc: 0.9500
 Site-RealWorld                     | Train Loss: 0.1372 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1240 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1357 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.1506 | Train Acc: 0.9636
 Site-RealWorld                     | Train Loss: 0.1029 | Train Acc: 0.9722
 Site-RealWorld                     | Train Loss: 0.0800 | Train Acc: 0.9892
 Site-caltech                       | Train Loss: 0.1025 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2347 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.0528 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2361 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.1681 | Train Acc: 0.9512
 Site-caltech                       | Train Loss: 0.1102 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.1363 | Train Acc: 0.9747
 Site-Product                       | Train Loss: 0.1397 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.0844 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.1635 | Train Acc: 0.9655
 Site-Product                       | Train Loss: 0.1919 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.1366 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 0.2530 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.3970 | Train Acc: 0.9143
 Site-amazon                        | Train Loss: 0.3274 | Train Acc: 0.9194
 Site-webcam                        | Train Loss: 0.3524 | Train Acc: 0.9259
 Site-webcam                        | Train Loss: 0.1608 | Train Acc: 0.9630
 Site-Art                           | Train Loss: 0.4237 | Train Acc: 0.9455
 Site-Clipart                       | Train Loss: 0.7347 | Train Acc: 0.7838
Average Train Accuracy: 0.9651
 Site-RealWorld                     | Val  Loss: 0.0570 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0146 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1371 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2555 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.2122 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1546 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1242 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0815 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0980 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1502 | Val  Acc: 0.9839
 Site-caltech                       | Val  Loss: 0.2000 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0990 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1246 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1777 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0923 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1221 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.2108 | Val  Acc: 0.9434
 Site-Product                       | Val  Loss: 0.0370 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0478 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0554 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0963 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.2252 | Val  Acc: 0.9545
 Site-amazon                        | Val  Loss: 0.3768 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.5877 | Val  Acc: 0.8696
 Site-amazon                        | Val  Loss: 0.4368 | Val  Acc: 0.9024
 Site-webcam                        | Val  Loss: 0.1790 | Val  Acc: 1.0000
 Site-webcam                        | Val  Loss: 0.2292 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.4035 | Val  Acc: 0.9444
 Site-Clipart                       | Val  Loss: 0.6055 | Val  Acc: 0.7917
Average Valid Accuracy: 0.9717
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 0.9231
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:15 | Val Acc: 0.9839
 Best site-caltech                   | Epoch:15 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:15 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:15 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:15 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:15 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:15 | Val Acc: 1.0000
 Best site-caltech                   | Epoch:15 | Val Acc: 0.9434
 Best site-Product                   | Epoch:15 | Val Acc: 1.0000
 Best site-Product                   | Epoch:15 | Val Acc: 1.0000
 Best site-Product                   | Epoch:15 | Val Acc: 1.0000
 Best site-Product                   | Epoch:15 | Val Acc: 1.0000
 Best site-Product                   | Epoch:15 | Val Acc: 0.9545
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9231
 Best site-amazon                    | Epoch:15 | Val Acc: 0.8696
 Best site-amazon                    | Epoch:15 | Val Acc: 0.9024
 Best site-webcam                    | Epoch:15 | Val Acc: 1.0000
 Best site-webcam                    | Epoch:15 | Val Acc: 0.9444
 Best site-Art                       | Epoch:15 | Val Acc: 0.9444
 Best site-Clipart                   | Epoch:15 | Val Acc: 0.7917
 Saving the local and server checkpoint to ../checkpoint/fed_officecaltechhome_uneven_1.47_1/fedsam...
============ Train epoch 16 ============
 Site-RealWorld                     | Train Loss: 0.1665 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1334 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.0781 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1486 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1347 | Train Acc: 0.9600
 Site-RealWorld                     | Train Loss: 0.1191 | Train Acc: 1.0000
 Site-RealWorld                     | Train Loss: 0.1358 | Train Acc: 0.9767
 Site-RealWorld                     | Train Loss: 0.1131 | Train Acc: 0.9818
 Site-RealWorld                     | Train Loss: 0.1037 | Train Acc: 0.9722
 Site-RealWorld                     | Train Loss: 0.0598 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.1191 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.1689 | Train Acc: 0.9333
 Site-caltech                       | Train Loss: 0.0490 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.2901 | Train Acc: 0.9667
 Site-caltech                       | Train Loss: 0.1278 | Train Acc: 0.9756
 Site-caltech                       | Train Loss: 0.0660 | Train Acc: 1.0000
 Site-caltech                       | Train Loss: 0.3003 | Train Acc: 0.9494
 Site-Product                       | Train Loss: 0.1481 | Train Acc: 0.9231
 Site-Product                       | Train Loss: 0.0549 | Train Acc: 1.0000
 Site-Product                       | Train Loss: 0.1476 | Train Acc: 0.9655
 Site-Product                       | Train Loss: 0.1940 | Train Acc: 0.9773
 Site-Product                       | Train Loss: 0.1165 | Train Acc: 1.0000
 Site-amazon                        | Train Loss: 0.1984 | Train Acc: 0.9500
 Site-amazon                        | Train Loss: 0.5110 | Train Acc: 0.8286
 Site-amazon                        | Train Loss: 0.3628 | Train Acc: 0.9032
 Site-webcam                        | Train Loss: 0.3223 | Train Acc: 0.9259
 Site-webcam                        | Train Loss: 0.1306 | Train Acc: 0.9630
 Site-Art                           | Train Loss: 0.3874 | Train Acc: 0.9273
 Site-Clipart                       | Train Loss: 0.7181 | Train Acc: 0.8108
Average Train Accuracy: 0.9617
 Site-RealWorld                     | Val  Loss: 0.0402 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0125 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0815 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3301 | Val  Acc: 0.9231
 Site-RealWorld                     | Val  Loss: 0.2156 | Val  Acc: 0.9412
 Site-RealWorld                     | Val  Loss: 0.1367 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0817 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.0611 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1572 | Val  Acc: 0.9792
 Site-RealWorld                     | Val  Loss: 0.1551 | Val  Acc: 0.9839
 Site-caltech                       | Val  Loss: 0.0550 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0880 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0976 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1405 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0810 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.0956 | Val  Acc: 1.0000
 Site-caltech                       | Val  Loss: 0.1774 | Val  Acc: 0.9623
 Site-Product                       | Val  Loss: 0.1235 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0571 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.0368 | Val  Acc: 1.0000
 Site-Product                       | Val  Loss: 0.1416 | Val  Acc: 0.9655
 Site-Product                       | Val  Loss: 0.1559 | Val  Acc: 0.9773
 Site-amazon                        | Val  Loss: 0.3614 | Val  Acc: 0.9231
 Site-amazon                        | Val  Loss: 0.5581 | Val  Acc: 0.8696
 Site-amazon                        | Val  Loss: 0.3706 | Val  Acc: 0.9268
 Site-webcam                        | Val  Loss: 0.2922 | Val  Acc: 0.8889
 Site-webcam                        | Val  Loss: 0.0805 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.4309 | Val  Acc: 0.9167
 Site-Clipart                       | Val  Loss: 0.5658 | Val  Acc: 0.7917
Average Valid Accuracy: 0.9672
============ Train epoch 17 ============
