===2023-08-05 09:38:02===
===Setting===
    dataset: officehome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[21,27,35,45,58,75,97,126,163,210,30,45,68,101,152,61,122,85,
client_nums=[10,5,2,1,]
len_dataset=[1435,664,307,142,]
domain number = 4
============ Train epoch 0 ============
 Site-Art                           | Train Loss: 3.6917 | Train Acc: 0.6190
 Site-Art                           | Train Loss: 0.4715 | Train Acc: 0.9365
 Site-Art                           | Train Loss: 0.4566 | Train Acc: 0.9448
 Site-Art                           | Train Loss: 0.1669 | Train Acc: 0.9952
 Site-RealWorld                     | Train Loss: 0.5535 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4506 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.6925 | Train Acc: 0.8676
 Site-RealWorld                     | Train Loss: 0.5460 | Train Acc: 0.8812
 Site-RealWorld                     | Train Loss: 0.2109 | Train Acc: 0.9539
 Site-Clipart                       | Train Loss: 1.0770 | Train Acc: 0.7869
 Site-Clipart                       | Train Loss: 1.0803 | Train Acc: 0.7623
 Site-Product                       | Train Loss: 0.5017 | Train Acc: 0.9059
Average Train Accuracy: 0.8717
 Site-Art                           | Val  Loss: 0.5964 | Val  Acc: 0.8571
 Site-Art                           | Val  Loss: 0.8048 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.5113 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.3102 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.4648 | Val  Acc: 0.9744
 Site-Art                           | Val  Loss: 0.3885 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.3198 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.5187 | Val  Acc: 0.9167
 Site-Art                           | Val  Loss: 0.5181 | Val  Acc: 0.8981
 Site-Art                           | Val  Loss: 0.6240 | Val  Acc: 0.8786
 Site-RealWorld                     | Val  Loss: 0.1064 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3534 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4705 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.2900 | Val  Acc: 0.8955
 Site-RealWorld                     | Val  Loss: 0.3840 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.0910 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.1967 | Val  Acc: 0.7654
 Site-Product                       | Val  Loss: 0.5328 | Val  Acc: 0.8929
Average Valid Accuracy: 0.9122
============ Train epoch 37 ============
 Site-Art                           | Train Loss: 0.6113 | Train Acc: 0.9524
 Site-Art                           | Train Loss: 0.9509 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.8476 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 0.7848 | Train Acc: 0.8444
 Site-Art                           | Train Loss: 0.9165 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.4742 | Train Acc: 0.8933
 Site-Art                           | Train Loss: 0.4796 | Train Acc: 0.8866
 Site-Art                           | Train Loss: 0.3847 | Train Acc: 0.9603
 Site-Art                           | Train Loss: 0.4733 | Train Acc: 0.9202
 Site-Art                           | Train Loss: 0.1993 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.5699 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.4820 | Train Acc: 0.8889
 Site-RealWorld                     | Train Loss: 0.3973 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 0.5073 | Train Acc: 0.9109
 Site-RealWorld                     | Train Loss: 0.2296 | Train Acc: 0.9671
 Site-Clipart                       | Train Loss: 1.0335 | Train Acc: 0.7541
 Site-Clipart                       | Train Loss: 1.0558 | Train Acc: 0.7705
 Site-Product                       | Train Loss: 0.5415 | Train Acc: 0.8941
Average Train Accuracy: 0.8745
 Site-Art                           | Val  Loss: 0.4474 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.6226 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.5266 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.2673 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.4541 | Val  Acc: 0.9487
 Site-Art                           | Val  Loss: 0.3418 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 0.2375 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.5200 | Val  Acc: 0.9167
 Site-Art                           | Val  Loss: 0.5425 | Val  Acc: 0.8611
 Site-Art                           | Val  Loss: 0.6431 | Val  Acc: 0.8214
 Site-RealWorld                     | Val  Loss: 0.1437 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.1958 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.4105 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.2877 | Val  Acc: 0.8806
 Site-RealWorld                     | Val  Loss: 0.4217 | Val  Acc: 0.8911
 Site-Clipart                       | Val  Loss: 1.1892 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.1425 | Val  Acc: 0.7778
 Site-Product                       | Val  Loss: 0.5569 | Val  Acc: 0.8750
Average Valid Accuracy: 0.8987
============ Train epoch 38 ============
 Site-Art                           | Train Loss: 0.6809 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.8105 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.7853 | Train Acc: 0.8286
 Site-Art                           | Train Loss: 0.7358 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.9318 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.6220 | Train Acc: 0.8933
 Site-Art                           | Train Loss: 0.4625 | Train Acc: 0.9072
 Site-Art                           | Train Loss: 0.4140 | Train Acc: 0.9365
 Site-Art                           | Train Loss: 0.4684 | Train Acc: 0.9141
 Site-Art                           | Train Loss: 0.1550 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.3286 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4456 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.9939 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.4421 | Train Acc: 0.9109
 Site-RealWorld                     | Train Loss: 0.2081 | Train Acc: 0.9671
 Site-Clipart                       | Train Loss: 1.0748 | Train Acc: 0.7869
 Site-Clipart                       | Train Loss: 1.0580 | Train Acc: 0.7787
 Site-Product                       | Train Loss: 0.4629 | Train Acc: 0.9412
Average Train Accuracy: 0.8866
 Site-Art                           | Val  Loss: 0.4807 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.6330 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.6643 | Val  Acc: 0.8696
 Site-Art                           | Val  Loss: 0.3213 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.4243 | Val  Acc: 0.9487
 Site-Art                           | Val  Loss: 0.3226 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.3917 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.4725 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.5691 | Val  Acc: 0.8519
 Site-Art                           | Val  Loss: 0.5921 | Val  Acc: 0.8571
 Site-RealWorld                     | Val  Loss: 0.1157 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2033 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.4386 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.2689 | Val  Acc: 0.9104
 Site-RealWorld                     | Val  Loss: 0.3930 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.1824 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.1711 | Val  Acc: 0.7284
 Site-Product                       | Val  Loss: 0.5496 | Val  Acc: 0.8571
Average Valid Accuracy: 0.8986
============ Train epoch 39 ============
 Site-Art                           | Train Loss: 0.6894 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.7242 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.9579 | Train Acc: 0.7143
 Site-Art                           | Train Loss: 0.9116 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.8439 | Train Acc: 0.8103
 Site-Art                           | Train Loss: 0.6706 | Train Acc: 0.8267
 Site-Art                           | Train Loss: 0.4778 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 0.3488 | Train Acc: 0.9524
 Site-Art                           | Train Loss: 0.3998 | Train Acc: 0.9264
 Site-Art                           | Train Loss: 0.1680 | Train Acc: 0.9857
 Site-RealWorld                     | Train Loss: 0.4095 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.3916 | Train Acc: 0.9556
 Site-RealWorld                     | Train Loss: 0.4213 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 0.4453 | Train Acc: 0.9010
 Site-RealWorld                     | Train Loss: 0.1721 | Train Acc: 0.9803
 Site-Clipart                       | Train Loss: 0.9499 | Train Acc: 0.8033
 Site-Clipart                       | Train Loss: 0.9769 | Train Acc: 0.7869
 Site-Product                       | Train Loss: 0.6513 | Train Acc: 0.9059
Average Train Accuracy: 0.8738
 Site-Art                           | Val  Loss: 0.4627 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.5906 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.4832 | Val  Acc: 0.8261
 Site-Art                           | Val  Loss: 0.2710 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.3691 | Val  Acc: 0.9487
 Site-Art                           | Val  Loss: 0.3034 | Val  Acc: 0.9600
 Site-Art                           | Val  Loss: 0.6135 | Val  Acc: 0.9692
 Site-Art                           | Val  Loss: 0.4757 | Val  Acc: 0.9048
 Site-Art                           | Val  Loss: 0.4796 | Val  Acc: 0.8796
 Site-Art                           | Val  Loss: 0.5044 | Val  Acc: 0.8429
 Site-RealWorld                     | Val  Loss: 0.0892 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1954 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4216 | Val  Acc: 0.9778
 Site-RealWorld                     | Val  Loss: 0.2726 | Val  Acc: 0.8955
 Site-RealWorld                     | Val  Loss: 0.3537 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.2463 | Val  Acc: 0.7250
 Site-Clipart                       | Val  Loss: 1.1635 | Val  Acc: 0.7531
 Site-Product                       | Val  Loss: 0.5349 | Val  Acc: 0.8929
Average Valid Accuracy: 0.9128
============ Train epoch 40 ============
 Site-Art                           | Train Loss: 0.7929 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.8265 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.9449 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 0.7014 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.7400 | Train Acc: 0.8448
 Site-Art                           | Train Loss: 0.8477 | Train Acc: 0.8800
 Site-Art                           | Train Loss: 0.3690 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 0.3959 | Train Acc: 0.9444
 Site-Art                           | Train Loss: 0.4111 | Train Acc: 0.9387
 Site-Art                           | Train Loss: 0.1536 | Train Acc: 0.9952
 Site-RealWorld                     | Train Loss: 0.5904 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.3714 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5210 | Train Acc: 0.9412
 Site-RealWorld                     | Train Loss: 0.5806 | Train Acc: 0.8614
 Site-RealWorld                     | Train Loss: 0.2244 | Train Acc: 0.9737
 Site-Clipart                       | Train Loss: 1.0444 | Train Acc: 0.8033
 Site-Clipart                       | Train Loss: 1.1222 | Train Acc: 0.7459
 Site-Product                       | Train Loss: 0.4655 | Train Acc: 0.9647
Average Train Accuracy: 0.8814
 Site-Art                           | Val  Loss: 0.4698 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.7107 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.4691 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.2798 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.3479 | Val  Acc: 0.9744
 Site-Art                           | Val  Loss: 0.4345 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.9386 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.4003 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.5210 | Val  Acc: 0.8981
 Site-Art                           | Val  Loss: 0.4508 | Val  Acc: 0.8857
 Site-RealWorld                     | Val  Loss: 0.1291 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1840 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.3764 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.2800 | Val  Acc: 0.8806
 Site-RealWorld                     | Val  Loss: 0.3600 | Val  Acc: 0.9010
 Site-Clipart                       | Val  Loss: 1.0507 | Val  Acc: 0.8000
 Site-Clipart                       | Val  Loss: 1.2646 | Val  Acc: 0.7778
 Site-Product                       | Val  Loss: 0.6061 | Val  Acc: 0.8750
Average Valid Accuracy: 0.9171
 Best site-Art                       | Epoch:40 | Val Acc: 0.9286
 Best site-Art                       | Epoch:40 | Val Acc: 0.9444
 Best site-Art                       | Epoch:40 | Val Acc: 0.9130
 Best site-Art                       | Epoch:40 | Val Acc: 1.0000
 Best site-Art                       | Epoch:40 | Val Acc: 0.9744
 Best site-Art                       | Epoch:40 | Val Acc: 0.9400
 Best site-Art                       | Epoch:40 | Val Acc: 0.9385
 Best site-Art                       | Epoch:40 | Val Acc: 0.9286
 Best site-Art                       | Epoch:40 | Val Acc: 0.8981
 Best site-Art                       | Epoch:40 | Val Acc: 0.8857
 Best site-RealWorld                 | Epoch:40 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:40 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:40 | Val Acc: 0.9556
 Best site-RealWorld                 | Epoch:40 | Val Acc: 0.8806
 Best site-RealWorld                 | Epoch:40 | Val Acc: 0.9010
 Best site-Clipart                   | Epoch:40 | Val Acc: 0.8000
 Best site-Clipart                   | Epoch:40 | Val Acc: 0.7778
 Best site-Product                   | Epoch:40 | Val Acc: 0.8750
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 41 ============
 Site-Art                           | Train Loss: 0.7172 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.7989 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.9732 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 0.8389 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.8525 | Train Acc: 0.7586
 Site-Art                           | Train Loss: 0.3757 | Train Acc: 0.9067
 Site-Art                           | Train Loss: 0.4830 | Train Acc: 0.9072
 Site-Art                           | Train Loss: 0.4026 | Train Acc: 0.9524
 Site-Art                           | Train Loss: 0.4649 | Train Acc: 0.9264
 Site-Art                           | Train Loss: 0.1419 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.6486 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.3971 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.5445 | Train Acc: 0.9559
 Site-RealWorld                     | Train Loss: 0.4189 | Train Acc: 0.9208
 Site-RealWorld                     | Train Loss: 0.1955 | Train Acc: 0.9737
 Site-Clipart                       | Train Loss: 0.9039 | Train Acc: 0.8361
 Site-Clipart                       | Train Loss: 1.0598 | Train Acc: 0.7459
 Site-Product                       | Train Loss: 0.5948 | Train Acc: 0.9294
Average Train Accuracy: 0.8761
 Site-Art                           | Val  Loss: 0.2462 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.4731 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.3803 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.3919 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.3953 | Val  Acc: 0.9487
 Site-Art                           | Val  Loss: 0.3107 | Val  Acc: 0.9600
 Site-Art                           | Val  Loss: 0.2640 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.4899 | Val  Acc: 0.9167
 Site-Art                           | Val  Loss: 0.5038 | Val  Acc: 0.9074
 Site-Art                           | Val  Loss: 0.5669 | Val  Acc: 0.8714
 Site-RealWorld                     | Val  Loss: 0.1160 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2125 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.3967 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.2598 | Val  Acc: 0.9254
 Site-RealWorld                     | Val  Loss: 0.4128 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.0972 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.1916 | Val  Acc: 0.7407
 Site-Product                       | Val  Loss: 0.5108 | Val  Acc: 0.8929
Average Valid Accuracy: 0.9187
 Best site-Art                       | Epoch:41 | Val Acc: 1.0000
 Best site-Art                       | Epoch:41 | Val Acc: 0.9444
 Best site-Art                       | Epoch:41 | Val Acc: 0.9565
 Best site-Art                       | Epoch:41 | Val Acc: 0.9667
 Best site-Art                       | Epoch:41 | Val Acc: 0.9487
 Best site-Art                       | Epoch:41 | Val Acc: 0.9600
 Best site-Art                       | Epoch:41 | Val Acc: 0.9231
 Best site-Art                       | Epoch:41 | Val Acc: 0.9167
 Best site-Art                       | Epoch:41 | Val Acc: 0.9074
 Best site-Art                       | Epoch:41 | Val Acc: 0.8714
 Best site-RealWorld                 | Epoch:41 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:41 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:41 | Val Acc: 0.9556
 Best site-RealWorld                 | Epoch:41 | Val Acc: 0.9254
 Best site-RealWorld                 | Epoch:41 | Val Acc: 0.9109
 Best site-Clipart                   | Epoch:41 | Val Acc: 0.7500
 Best site-Clipart                   | Epoch:41 | Val Acc: 0.7407
 Best site-Product                   | Epoch:41 | Val Acc: 0.8929
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 42 ============
 Site-Art                           | Train Loss: 0.6473 | Train Acc: 0.8571
 Site-Art                           | Train Loss: 0.7554 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.8635 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 0.9416 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.8370 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.4805 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.4529 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 0.4723 | Train Acc: 0.9365
 Site-Art                           | Train Loss: 0.4136 | Train Acc: 0.9509
 Site-Art                           | Train Loss: 0.1406 | Train Acc: 0.9857
 Site-RealWorld                     | Train Loss: 0.5424 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.4066 | Train Acc: 0.9556
 Site-RealWorld                     | Train Loss: 0.4502 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.4938 | Train Acc: 0.8911
 Site-RealWorld                     | Train Loss: 0.2182 | Train Acc: 0.9803
 Site-Clipart                       | Train Loss: 0.9608 | Train Acc: 0.8361
 Site-Clipart                       | Train Loss: 1.0103 | Train Acc: 0.7623
 Site-Product                       | Train Loss: 0.6652 | Train Acc: 0.9412
Average Train Accuracy: 0.8767
 Site-Art                           | Val  Loss: 0.3809 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.5208 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.4424 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.3011 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.3770 | Val  Acc: 0.9744
 Site-Art                           | Val  Loss: 0.3745 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.3571 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.4899 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.4965 | Val  Acc: 0.8704
 Site-Art                           | Val  Loss: 0.5692 | Val  Acc: 0.8929
 Site-RealWorld                     | Val  Loss: 0.1043 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2228 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.4417 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.3108 | Val  Acc: 0.8955
 Site-RealWorld                     | Val  Loss: 0.3106 | Val  Acc: 0.9208
 Site-Clipart                       | Val  Loss: 0.9713 | Val  Acc: 0.8500
 Site-Clipart                       | Val  Loss: 1.1237 | Val  Acc: 0.8025
 Site-Product                       | Val  Loss: 0.4900 | Val  Acc: 0.9286
Average Valid Accuracy: 0.9243
 Best site-Art                       | Epoch:42 | Val Acc: 0.9286
 Best site-Art                       | Epoch:42 | Val Acc: 0.9444
 Best site-Art                       | Epoch:42 | Val Acc: 0.9565
 Best site-Art                       | Epoch:42 | Val Acc: 0.9667
 Best site-Art                       | Epoch:42 | Val Acc: 0.9744
 Best site-Art                       | Epoch:42 | Val Acc: 0.9400
 Best site-Art                       | Epoch:42 | Val Acc: 0.9385
 Best site-Art                       | Epoch:42 | Val Acc: 0.9286
 Best site-Art                       | Epoch:42 | Val Acc: 0.8704
 Best site-Art                       | Epoch:42 | Val Acc: 0.8929
 Best site-RealWorld                 | Epoch:42 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:42 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:42 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:42 | Val Acc: 0.8955
 Best site-RealWorld                 | Epoch:42 | Val Acc: 0.9208
 Best site-Clipart                   | Epoch:42 | Val Acc: 0.8500
 Best site-Clipart                   | Epoch:42 | Val Acc: 0.8025
 Best site-Product                   | Epoch:42 | Val Acc: 0.9286
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 43 ============
 Site-Art                           | Train Loss: 0.7672 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.8313 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.8545 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 0.7990 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.8600 | Train Acc: 0.7931
 Site-Art                           | Train Loss: 0.7180 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.4239 | Train Acc: 0.8969
 Site-Art                           | Train Loss: 0.3930 | Train Acc: 0.9524
 Site-Art                           | Train Loss: 0.3799 | Train Acc: 0.9264
 Site-Art                           | Train Loss: 0.1544 | Train Acc: 0.9857
 Site-RealWorld                     | Train Loss: 0.4760 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.4052 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.5074 | Train Acc: 0.9118
 Site-RealWorld                     | Train Loss: 0.5214 | Train Acc: 0.8911
 Site-RealWorld                     | Train Loss: 0.2026 | Train Acc: 0.9737
 Site-Clipart                       | Train Loss: 0.9905 | Train Acc: 0.7869
 Site-Clipart                       | Train Loss: 1.0530 | Train Acc: 0.7541
 Site-Product                       | Train Loss: 0.5049 | Train Acc: 0.9176
Average Train Accuracy: 0.8744
 Site-Art                           | Val  Loss: 0.3833 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.6585 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.6584 | Val  Acc: 0.8696
 Site-Art                           | Val  Loss: 0.1747 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.4129 | Val  Acc: 0.9744
 Site-Art                           | Val  Loss: 0.3996 | Val  Acc: 0.8800
 Site-Art                           | Val  Loss: 0.6277 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.5699 | Val  Acc: 0.8929
 Site-Art                           | Val  Loss: 0.4421 | Val  Acc: 0.9074
 Site-Art                           | Val  Loss: 0.5550 | Val  Acc: 0.8714
 Site-RealWorld                     | Val  Loss: 0.1241 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1454 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3958 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.2787 | Val  Acc: 0.8657
 Site-RealWorld                     | Val  Loss: 0.3312 | Val  Acc: 0.9208
 Site-Clipart                       | Val  Loss: 1.0032 | Val  Acc: 0.8000
 Site-Clipart                       | Val  Loss: 1.1299 | Val  Acc: 0.7778
 Site-Product                       | Val  Loss: 0.6366 | Val  Acc: 0.8393
Average Valid Accuracy: 0.9101
============ Train epoch 44 ============
 Site-Art                           | Train Loss: 0.7769 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.7290 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.8114 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 0.8076 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 0.8033 | Train Acc: 0.8103
 Site-Art                           | Train Loss: 0.5636 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.4832 | Train Acc: 0.8866
 Site-Art                           | Train Loss: 0.3703 | Train Acc: 0.9524
 Site-Art                           | Train Loss: 0.3354 | Train Acc: 0.9632
 Site-Art                           | Train Loss: 0.1135 | Train Acc: 0.9952
 Site-RealWorld                     | Train Loss: 0.4163 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.4363 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.3786 | Train Acc: 0.9559
 Site-RealWorld                     | Train Loss: 0.4856 | Train Acc: 0.8911
 Site-RealWorld                     | Train Loss: 0.1640 | Train Acc: 0.9803
 Site-Clipart                       | Train Loss: 0.9510 | Train Acc: 0.7869
 Site-Clipart                       | Train Loss: 1.0017 | Train Acc: 0.7623
 Site-Product                       | Train Loss: 0.6015 | Train Acc: 0.9294
Average Train Accuracy: 0.8767
 Site-Art                           | Val  Loss: 0.4122 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.5167 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.3660 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.3241 | Val  Acc: 0.9333
 Site-Art                           | Val  Loss: 0.3397 | Val  Acc: 0.9487
 Site-Art                           | Val  Loss: 0.2986 | Val  Acc: 0.9800
 Site-Art                           | Val  Loss: 0.3225 | Val  Acc: 0.9538
 Site-Art                           | Val  Loss: 0.4163 | Val  Acc: 0.9405
 Site-Art                           | Val  Loss: 0.4885 | Val  Acc: 0.8796
 Site-Art                           | Val  Loss: 0.4573 | Val  Acc: 0.8571
 Site-RealWorld                     | Val  Loss: 0.0999 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1521 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3277 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.5169 | Val  Acc: 0.8507
 Site-RealWorld                     | Val  Loss: 0.3559 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.0972 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 0.9950 | Val  Acc: 0.7531
 Site-Product                       | Val  Loss: 0.4853 | Val  Acc: 0.8571
Average Valid Accuracy: 0.9145
============ Train epoch 45 ============
 Site-Art                           | Train Loss: 0.7059 | Train Acc: 0.9048
