===2023-06-29 18:52:12===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
cnt=[10, 6, 3, 2, 1, ]
cnt=[6, 10, 3, 1, 2, ]
 Site-USPS                          | Train Loss: 1.4603 | Train Acc: 0.8333
 Site-USPS                          | Train Loss: 0.1965 | Train Acc: 0.9560
 Site-USPS                          | Train Loss: 0.2061 | Train Acc: 0.9443
 Site-USPS                          | Train Loss: 0.1830 | Train Acc: 0.9562
 Site-MNIST                         | Train Loss: 0.2752 | Train Acc: 0.9250
 Site-MNIST                         | Train Loss: 0.2278 | Train Acc: 0.9167
 Site-MNIST                         | Train Loss: 0.2427 | Train Acc: 0.9147
 Site-MNIST                         | Train Loss: 0.2946 | Train Acc: 0.9142
 Site-MNIST                         | Train Loss: 0.3479 | Train Acc: 0.9262
 Site-MNIST                         | Train Loss: 0.3318 | Train Acc: 0.9272
 Site-SynthDigits                   | Train Loss: 1.2070 | Train Acc: 0.6291
 Site-SynthDigits                   | Train Loss: 1.0967 | Train Acc: 0.6300
 Site-SynthDigits                   | Train Loss: 1.0307 | Train Acc: 0.6701
 Site-SVHN                          | Train Loss: 1.7825 | Train Acc: 0.3646
 Site-SVHN                          | Train Loss: 1.6601 | Train Acc: 0.4006
 Site-MNIST_M                       | Train Loss: 1.6220 | Train Acc: 0.4752
Average Train Accuracy: 0.8222
 Site-USPS                          | Val  Loss: 0.3118 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2430 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2403 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1523 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1610 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.1741 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.1914 | Val  Acc: 0.9107
 Site-USPS                          | Val  Loss: 0.1711 | Val  Acc: 0.9608
 Site-USPS                          | Val  Loss: 0.1784 | Val  Acc: 0.9727
 Site-USPS                          | Val  Loss: 0.1922 | Val  Acc: 0.9547
 Site-MNIST                         | Val  Loss: 0.4207 | Val  Acc: 0.9000
 Site-MNIST                         | Val  Loss: 0.3137 | Val  Acc: 0.9444
 Site-MNIST                         | Val  Loss: 0.2872 | Val  Acc: 0.9375
 Site-MNIST                         | Val  Loss: 0.3725 | Val  Acc: 0.9138
 Site-MNIST                         | Val  Loss: 0.3331 | Val  Acc: 0.9048
 Site-MNIST                         | Val  Loss: 0.2780 | Val  Acc: 0.9101
 Site-SynthDigits                   | Val  Loss: 1.1736 | Val  Acc: 0.7297
 Site-SynthDigits                   | Val  Loss: 1.0708 | Val  Acc: 0.7353
 Site-SynthDigits                   | Val  Loss: 1.1042 | Val  Acc: 0.6557
 Site-SVHN                          | Val  Loss: 1.6270 | Val  Acc: 0.5111
 Site-SVHN                          | Val  Loss: 1.5690 | Val  Acc: 0.4568
 Site-MNIST_M                       | Val  Loss: 1.8277 | Val  Acc: 0.4571
Average Valid Accuracy: 0.8500
 Best site-USPS                      | Epoch:17 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:17 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:17 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:17 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:17 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:17 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:17 | Val Acc: 0.9107
 Best site-USPS                      | Epoch:17 | Val Acc: 0.9608
 Best site-USPS                      | Epoch:17 | Val Acc: 0.9727
 Best site-USPS                      | Epoch:17 | Val Acc: 0.9547
 Best site-MNIST                     | Epoch:17 | Val Acc: 0.9000
 Best site-MNIST                     | Epoch:17 | Val Acc: 0.9444
 Best site-MNIST                     | Epoch:17 | Val Acc: 0.9375
 Best site-MNIST                     | Epoch:17 | Val Acc: 0.9138
 Best site-MNIST                     | Epoch:17 | Val Acc: 0.9048
 Best site-MNIST                     | Epoch:17 | Val Acc: 0.9101
 Best site-SynthDigits               | Epoch:17 | Val Acc: 0.7297
 Best site-SynthDigits               | Epoch:17 | Val Acc: 0.7353
 Best site-SynthDigits               | Epoch:17 | Val Acc: 0.6557
 Best site-SVHN                      | Epoch:17 | Val Acc: 0.5111
 Best site-SVHN                      | Epoch:17 | Val Acc: 0.4568
 Best site-MNIST_M                   | Epoch:17 | Val Acc: 0.4571
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 18 ============
cnt=[10, 2, 6, 1, 3, ]
cnt=[6, 3, 1, 9, 3, ]
 Site-USPS                          | Train Loss: 0.1062 | Train Acc: 1.0000
 Site-USPS                          | Train Loss: 0.1682 | Train Acc: 0.9167
 Site-USPS                          | Train Loss: 0.2921 | Train Acc: 0.8571
 Site-USPS                          | Train Loss: 0.2188 | Train Acc: 0.9211
 Site-USPS                          | Train Loss: 0.1374 | Train Acc: 0.9286
 Site-USPS                          | Train Loss: 0.1723 | Train Acc: 0.9762
 Site-USPS                          | Train Loss: 0.2416 | Train Acc: 0.9471
 Site-USPS                          | Train Loss: 0.1913 | Train Acc: 0.9535
 Site-USPS                          | Train Loss: 0.1995 | Train Acc: 0.9457
 Site-USPS                          | Train Loss: 0.1757 | Train Acc: 0.9562
 Site-MNIST                         | Train Loss: 0.2537 | Train Acc: 0.9250
 Site-MNIST                         | Train Loss: 0.3803 | Train Acc: 0.9306
 Site-MNIST                         | Train Loss: 0.3449 | Train Acc: 0.9225
 Site-MNIST                         | Train Loss: 0.2760 | Train Acc: 0.9227
 Site-MNIST                         | Train Loss: 0.3375 | Train Acc: 0.9310
 Site-MNIST                         | Train Loss: 0.3135 | Train Acc: 0.9259
 Site-SynthDigits                   | Train Loss: 1.2414 | Train Acc: 0.6358
 Site-SynthDigits                   | Train Loss: 1.0962 | Train Acc: 0.6484
 Site-SynthDigits                   | Train Loss: 0.9939 | Train Acc: 0.6965
 Site-SVHN                          | Train Loss: 1.7742 | Train Acc: 0.3646
 Site-SVHN                          | Train Loss: 1.5939 | Train Acc: 0.4190
 Site-MNIST_M                       | Train Loss: 1.6249 | Train Acc: 0.4965
Average Train Accuracy: 0.8282
 Site-USPS                          | Val  Loss: 0.3314 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2597 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.2376 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1489 | Val  Acc: 1.0000
 Site-USPS                          | Val  Loss: 0.1540 | Val  Acc: 0.9412
 Site-USPS                          | Val  Loss: 0.1711 | Val  Acc: 0.9032
 Site-USPS                          | Val  Loss: 0.1834 | Val  Acc: 0.9107
 Site-USPS                          | Val  Loss: 0.1683 | Val  Acc: 0.9608
 Site-USPS                          | Val  Loss: 0.1731 | Val  Acc: 0.9672
 Site-USPS                          | Val  Loss: 0.1862 | Val  Acc: 0.9517
 Site-MNIST                         | Val  Loss: 0.4058 | Val  Acc: 0.9000
 Site-MNIST                         | Val  Loss: 0.3032 | Val  Acc: 0.9444
 Site-MNIST                         | Val  Loss: 0.2777 | Val  Acc: 0.9375
 Site-MNIST                         | Val  Loss: 0.3554 | Val  Acc: 0.9138
 Site-MNIST                         | Val  Loss: 0.3189 | Val  Acc: 0.9143
 Site-MNIST                         | Val  Loss: 0.2631 | Val  Acc: 0.9206
 Site-SynthDigits                   | Val  Loss: 1.1241 | Val  Acc: 0.7568
 Site-SynthDigits                   | Val  Loss: 1.0419 | Val  Acc: 0.7500
 Site-SynthDigits                   | Val  Loss: 1.0708 | Val  Acc: 0.6639
 Site-SVHN                          | Val  Loss: 1.6104 | Val  Acc: 0.5111
 Site-SVHN                          | Val  Loss: 1.5481 | Val  Acc: 0.4568
 Site-MNIST_M                       | Val  Loss: 1.8226 | Val  Acc: 0.4714
Average Valid Accuracy: 0.8534
 Best site-USPS                      | Epoch:18 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:18 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:18 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:18 | Val Acc: 1.0000
 Best site-USPS                      | Epoch:18 | Val Acc: 0.9412
 Best site-USPS                      | Epoch:18 | Val Acc: 0.9032
 Best site-USPS                      | Epoch:18 | Val Acc: 0.9107
 Best site-USPS                      | Epoch:18 | Val Acc: 0.9608
 Best site-USPS                      | Epoch:18 | Val Acc: 0.9672
 Best site-USPS                      | Epoch:18 | Val Acc: 0.9517
 Best site-MNIST                     | Epoch:18 | Val Acc: 0.9000
 Best site-MNIST                     | Epoch:18 | Val Acc: 0.9444
 Best site-MNIST                     | Epoch:18 | Val Acc: 0.9375
 Best site-MNIST                     | Epoch:18 | Val Acc: 0.9138
 Best site-MNIST                     | Epoch:18 | Val Acc: 0.9143
 Best site-MNIST                     | Epoch:18 | Val Acc: 0.9206
 Best site-SynthDigits               | Epoch:18 | Val Acc: 0.7568
 Best site-SynthDigits               | Epoch:18 | Val Acc: 0.7500
 Best site-SynthDigits               | Epoch:18 | Val Acc: 0.6639
 Best site-SVHN                      | Epoch:18 | Val Acc: 0.5111
 Best site-SVHN                      | Epoch:18 | Val Acc: 0.4568
 Best site-MNIST_M                   | Epoch:18 | Val Acc: 0.4714
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1_shuffle/only_dcnet...
============ Train epoch 19 ============
